timestamp,open,high,low,close,volume
2018-07-13 13:40:00,314.7664,315.1767,314.0500,314.3399,37615
2018-07-13 13:35:00,315.7200,315.7200,314.7900,314.7900,27606
2018-07-13 13:30:00,315.9452,315.9452,315.6500,315.8500,9910
2018-07-13 13:25:00,315.4000,316.4400,315.2500,316.0860,38383
2018-07-13 13:20:00,315.6800,315.8876,315.0600,315.4000,26746
2018-07-13 13:15:00,315.3800,316.1700,315.3800,315.6400,24392
2018-07-13 13:10:00,315.7000,315.7200,315.2212,315.3800,25035
2018-07-13 13:05:00,316.0500,316.1200,315.5400,315.9400,49884
2018-07-13 13:00:00,317.0500,317.1000,315.8600,315.9100,40356
2018-07-13 12:55:00,317.1300,317.3000,316.7600,317.0300,23658
2018-07-13 12:50:00,317.3408,317.5600,317.1200,317.2050,27214
2018-07-13 12:45:00,317.1750,317.7600,316.9300,317.3000,56057
2018-07-13 12:40:00,316.8633,317.2500,316.7500,317.2400,36426
2018-07-13 12:35:00,317.0900,317.0900,316.7100,316.8428,22715
2018-07-13 12:30:00,316.7000,317.2500,316.7000,317.1350,41000
2018-07-13 12:25:00,316.5676,316.9461,316.5510,316.7552,18032
2018-07-13 12:20:00,316.6816,316.9100,316.4672,316.4901,15213
2018-07-13 12:15:00,316.9900,317.1200,316.2400,316.7500,42424
2018-07-13 12:10:00,317.0001,317.6200,316.8125,316.9768,49770
2018-07-13 12:05:00,316.4800,317.2700,316.3904,317.0600,64815
2018-07-13 12:00:00,316.2300,316.4500,315.6500,316.4000,41563
2018-07-13 11:55:00,316.1100,316.6200,316.1100,316.2266,41578
2018-07-13 11:50:00,317.6628,317.6978,316.1247,316.1247,74262
2018-07-13 11:45:00,317.0500,318.0000,316.7900,317.7200,115720
2018-07-13 11:40:00,316.1900,317.1200,316.1001,317.0731,67036
2018-07-13 11:35:00,315.9300,316.4500,315.4000,316.1292,61269
2018-07-13 11:30:00,314.7648,316.2000,314.5000,315.8704,141967
2018-07-13 11:25:00,314.3972,315.1000,314.3972,314.7252,75048
2018-07-13 11:20:00,313.7866,314.6200,313.7200,314.3908,31678
2018-07-13 11:15:00,314.2631,314.4600,313.7200,313.7900,34079
2018-07-13 11:10:00,314.5700,314.6500,313.8119,314.4000,60196
2018-07-13 11:05:00,313.9800,314.8800,313.8147,314.4483,133125
2018-07-13 11:00:00,313.4000,314.0000,313.2200,313.8350,100210
2018-07-13 10:55:00,312.6500,313.5000,312.2000,313.2599,60263
2018-07-13 10:50:00,311.6402,312.8900,311.5400,312.3500,88243
2018-07-13 10:45:00,311.8700,312.2082,311.3600,311.6100,67733
2018-07-13 10:40:00,311.3062,311.9500,311.2100,311.9400,73753
2018-07-13 10:35:00,311.9400,312.0000,311.1500,311.2900,83180
2018-07-13 10:30:00,312.0400,312.8645,311.6400,311.8850,97907
2018-07-13 10:25:00,312.3600,312.4148,311.4200,311.9548,58511
2018-07-13 10:20:00,312.5701,313.2800,311.9100,312.2200,80349
2018-07-13 10:15:00,312.0000,312.9362,311.5100,312.6248,100803
2018-07-13 10:10:00,310.1900,312.1500,310.0000,312.0560,140079
2018-07-13 10:05:00,310.3043,310.6000,309.2500,310.1800,175995
2018-07-13 10:00:00,311.0000,311.6100,309.8110,310.3800,185112
2018-07-13 09:55:00,313.5353,313.8800,310.9500,310.9763,164222
2018-07-13 09:50:00,313.8500,314.1500,313.0000,313.6925,81008
2018-07-13 09:45:00,316.7500,316.7900,313.8801,313.8801,85788
2018-07-13 09:40:00,315.2450,317.3900,314.6200,316.4500,123517
2018-07-13 09:35:00,315.4000,315.7600,312.6000,315.1398,141248
2018-07-13 09:30:00,315.5800,315.7000,315.4258,315.4258,42888
2018-07-12 16:00:00,316.2200,317.0000,316.1400,316.7100,225848
2018-07-12 15:55:00,315.7700,316.4000,315.0225,316.1400,117614
2018-07-12 15:50:00,315.0200,315.8500,314.9300,315.8500,70392
2018-07-12 15:45:00,314.9300,315.1200,314.7000,315.1200,31230
2018-07-12 15:40:00,314.7962,315.1400,314.7300,315.0000,45037
2018-07-12 15:35:00,314.6600,314.9300,314.4600,314.7827,15820
2018-07-12 15:30:00,314.5152,315.1000,314.4700,314.9101,13782
2018-07-12 15:25:00,314.5400,315.0600,314.4300,314.5300,29156
2018-07-12 15:20:00,314.9614,315.1800,314.5064,314.5200,21144
2018-07-12 15:15:00,314.7400,315.2250,314.2200,315.0000,24259
2018-07-12 15:10:00,314.9900,315.3000,314.7400,314.8488,30224
2018-07-12 15:05:00,314.0800,315.1595,314.0800,314.9890,38564
2018-07-12 15:00:00,314.7100,314.7690,313.9000,314.1367,36914
2018-07-12 14:55:00,314.6911,314.9700,314.5560,314.7600,22898
2018-07-12 14:50:00,314.3900,315.0000,314.0050,314.7700,30255
2018-07-12 14:45:00,314.1323,314.8100,314.1323,314.2000,20685
2018-07-12 14:40:00,315.1810,315.1810,314.0510,314.0600,43632
2018-07-12 14:35:00,315.2900,315.4500,314.8700,315.1656,43623
2018-07-12 14:30:00,315.1296,315.5800,315.0750,315.4200,37656
2018-07-12 14:25:00,315.5500,315.5900,315.2200,315.2200,17342
2018-07-12 14:20:00,315.5100,315.6000,315.3600,315.4400,19836
